id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
846586211673806912,https://www.airbnb.com/rooms/846586211673806912,20251005230129,2025-10-05,city scrape,Spacious Home Away from Home!,"Welcome to our beautiful 3-bedroom, 2-full bathroom home with laundry in the unit! With modern furnishings, comfortable beds, and all the amenities you need, this space is perfect for families, groups of friends, or business travelers. Located in the uptown Manning Boulevard neighborhood, you'll be just a short drive away from local attractions and delicious restaurants. Whether you're here for work or play, this home will provide you with a comfortable and convenient stay. Book your stay today!",,https://a0.muscache.com/pictures/miso/Hosting-846586211673806912/original/fdbe5440-57bc-4ab9-a5ee-b07b5b3e199e.jpeg,49372011,https://www.airbnb.com/users/show/49372011,Philip,2015-11-18,"Albany, NY","",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/41becb72-278f-4d29-82bc-a4794d33a7c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/41becb72-278f-4d29-82bc-a4794d33a7c5.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,TWELFTH WARD,,42.67336,-73.78619,Entire rental unit,Entire home/apt,7,2.0,2 baths,3,3,"[""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Carbon monoxide alarm"", ""TV"", ""Free dryer \u2013 In unit"", ""Conditioner"", ""Shampoo"", ""First aid kit"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Iron"", ""Hair dryer""]",$219.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,2,277,2025-10-05,19,1,0,0,7,6,1314,2023-04-14,2025-01-24,4.68,4.79,4.74,4.68,4.84,4.42,4.68,,t,1,1,0,0,0.63
850173470105833039,https://www.airbnb.com/rooms/850173470105833039,20251005230129,2025-10-06,city scrape,Stunning Guest Suite in Historic 1874 Row House,"Stay in Albany's Grand House! Relax in this gorgeous, light-filled 600-sf guest suite in the historic Mansion District with dramatic 14-ft ceilings, marble fireplaces, modern art, fresh flowers & plants. Suite includes bedroom, living room w/sleeper sofa, work station & private bath. Perfect for couples or a family! Walk to downtown, MVP Arena, Lark Street, bars & restaurants. 24/7 entry. EV charger (non Tesla). Lovely garden. Coffee, snacks & reliable WiFi. Super clean, comfortable & private.","The Mansion District is an area of Albany full of historic homes, city parks, and local businesses. Please note that we are part of the urban downtown core. It feels like a city with a lot of different types of people!<br /><br />We are minutes from the downtown business district, the College of St. Rose, SUNY Albany, Albany Medical Center, Albany School of Law, Regeneron & other businesses. We are less than a mile from the Amtrak Albany station and Greyhound bus station, and a 16-min drive from the Albany airport.<br /><br />You can easily walk to the Lark Street shopping district, Center Square, Washington Park, the MVP Arena, the Egg, Empire Plaza, the NY State Capitol house and the Governor's Mansion.",https://a0.muscache.com/pictures/miso/Hosting-850173470105833039/original/3e281e39-fdd7-47f0-8f5f-bee088c000df.jpeg,120815848,https://www.airbnb.com/users/show/120815848,Phat,2017-03-15,"Albany, NY","I run a content agency called StoryCraft with my partner, Karley. We help startups and nonprofits tell their best stories to attract their ideal audience. We also host a beautiful Airbnb in a historic Albany, NY row house. We would love to host you!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/42fedbb1-c359-4cb9-9b97-358254357eee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/42fedbb1-c359-4cb9-9b97-358254357eee.jpg?aki_policy=profile_x_medium,Mansion Area,1,1,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,SECOND WARD,,42.6446,-73.75885,Private room in townhouse,Private room,3,1.0,1 private bath,1,2,"[""Wine glasses"", ""Bathtub"", ""Courtyard view"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Safe"", ""Refrigerator"", ""Dishwasher"", ""Portable fans"", ""Sound system"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Single level home"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Fireplace guards"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Central heating"", ""Baking sheet"", ""Hot water kettle"", ""Long term stays allowed"", ""HDTV with Apple TV, Disney+, Amazon Prime Video, HBO Max, Hulu, Netflix"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""EV charger - level 2"", ""Conditioner"", ""Toaster"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""BBQ grill"", ""Shampoo"", ""First aid kit"", ""Body soap"", ""Hangers"", ""Crib"", ""Smoke alarm"", ""Free parking on premises"", ""Trash compactor"", ""Room-darkening shades"", ""Outlet covers"", ""Outdoor dining area"", ""Fire extinguisher"", ""Coffee"", ""Central air conditioning"", ""Freezer"", ""Cleaning available during stay"", ""Rice maker"", ""Barbecue utensils"", ""Single oven"", ""Beach essentials"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Iron"", ""Free street parking"", ""Private living room"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dedicated workspace"", ""Mini fridge"", ""Stainless steel gas stove"", ""Shared backyard \u2013 Fully fenced"", ""Fire pit"", ""Bikes""]",$86.00,1,30,1,1,1125,1125,1.0,1125.0,,t,16,44,74,339,2025-10-06,197,64,9,71,90,255,21930,2023-04-07,2025-09-30,4.97,4.94,4.97,4.99,5.0,4.69,4.95,,t,1,0,1,0,6.47
850653820133738660,https://www.airbnb.com/rooms/850653820133738660,20251005230129,2025-10-05,city scrape,"Plum room, private queen near Albany Med, UAlbany","Hello, thanks for checking out my listing! This vintage, updated home has  multiple living areas inc. 2 living rooms, dining room, enclosed porch & outdoor patio with tree-lined back yard. large bedroom with closet, shared 1.5 baths. plenty of on street parking.  2 mi to Albany Medical, the VA, 1 mi to St Peter's. Approx. 1 mi (walkable!) from University at Albany main campus, Harriman State office campus, groceries & nightlife.","Melsrose is one of the safest and most desirable neighborhoods in Albany. Its a pretty quiet residential area, but not far at all from restaurants, nightlife, and shopping. Neighborhood is a mix of owner occupied single family and rentals. Neighbors are graduate students, professionals and families.",https://a0.muscache.com/pictures/hosting/Hosting-850653820133738660/original/1bdf38cb-b30b-4d8a-9e42-8ff12b9126dc.jpeg,20536619,https://www.airbnb.com/users/show/20536619,Emily,2014-08-25,"Albany, NY",I love hosting international students and professionals relocating to the area because I get to help introduce them to our amazing city!,within a day,100%,84%,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,Pine Hills,13,13,"['email', 'phone']",t,t,Neighborhood highlights,THIRTEENTH WARD,,42.67177,-73.79464,Private room in home,Private room,1,1.5,1.5 shared baths,1,1,"[""Wine glasses"", ""Bathtub"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Dishwasher"", ""BBQ grill: charcoal"", ""Portable fans"", ""Shared patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""Exterior security cameras on property"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Microwave"", ""Kitchen"", ""Free washer \u2013 In building"", ""Wifi"", ""Dining table"", ""Host greets you"", ""Stainless steel electric stove"", ""Cleaning products"", ""Baking sheet"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In unit"", ""Window AC unit"", ""First aid kit"", ""Free parking on premises"", ""Smoke alarm"", ""Stainless steel single oven"", ""Radiant heating"", ""HDTV with Roku"", ""Ceiling fan"", ""Room-darkening shades"", ""Fire extinguisher"", ""Coffee"", ""Freezer"", ""Bidet"", ""Blender"", ""Barbecue utensils"", ""Free street parking"", ""Drying rack for clothing"", ""Hair dryer"", ""Shared backyard \u2013 Fully fenced""]",$76.00,4,60,4,4,60,60,4.0,60.0,,t,21,51,81,81,2025-10-05,16,6,0,79,8,48,3648,2023-07-31,2025-05-22,5.0,5.0,5.0,4.94,5.0,4.88,4.88,,f,13,2,11,0,0.60
857981934159027424,https://www.airbnb.com/rooms/857981934159027424,20251005230129,2025-10-06,city scrape,Updated Historic Brownstone Apt.,"Relax in a newly renovated one bedroom/one bathroom apartment located on the 2nd floor of a charming brownstone building. It features lofty ceilings with beautiful architecture and a newly updated kitchen. Conveniently located to the Palace Theater, Capitol Rep Theater, Times Union Center and the Empire State Plaza. This rental is in walking distance to many popular eateries, bars, and more to explore! Laundry on Site for Long-Term Stays",Typical urban/city environment. Some urban noises such as sirens police cars and traffic noise. Very convenient,https://a0.muscache.com/pictures/miso/Hosting-857981934159027424/original/4f02f91d-9e9e-4ebd-9355-d829719a8ff5.jpeg,60293220,https://www.airbnb.com/users/show/60293220,David,2016-02-24,"Latham, NY","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7565f399-7df6-4497-8893-9c41faac79ea.jpg?aki_policy=profile_x_medium,Ten Broeck Triangle,3,3,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,THIRD WARD,,42.65817,-73.74935,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Wine glasses"", ""Bathtub"", ""Dishes and silverware"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Portable fans"", ""Cooking basics"", ""Essentials"", ""Lockbox"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""42 inch TV with Amazon Prime Video, Hulu, Netflix, Roku"", ""Free washer \u2013 In building"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""Cleaning products"", ""Gas stove"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Laundromat nearby"", ""Window AC unit"", ""Shampoo"", ""First aid kit"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""Free parking on premises"", ""Radiant heating"", ""Fire extinguisher"", ""Coffee"", ""Cleaning available during stay"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Iron"", ""Hair dryer"", ""Dedicated workspace"", ""Single oven""]",$90.00,2,365,3,4,365,365,3.7,365.0,,t,29,59,89,363,2025-10-06,26,8,0,86,8,48,4320,2023-05-24,2025-08-04,4.81,4.81,4.77,4.92,4.88,4.65,4.88,,f,3,3,0,0,0.90
870457209918967324,https://www.airbnb.com/rooms/870457209918967324,20251005230129,2025-10-05,city scrape,Quiet Room Near Everything,"Keep it simple in this peaceful and centrally-located room in the Buckingham Lake neighborhood. Less than 10 minutes from downtown and less than 2 miles from 2 major hospitals. The room has a private en suite bathroom, a comfy bed, and a balcony you can use. You can make use of the kitchen and the laundry is located in the basement. A CVS, pizza place and Dunkin donuts are within a 7-minute walk. A great bagel shop is a 4 minutes drive or a 15-minute walk away.",,https://a0.muscache.com/pictures/miso/Hosting-870457209918967324/original/af88955d-ec56-4cb5-9cf3-c563490e7935.jpeg,177073982,https://www.airbnb.com/users/show/177073982,Cristian,2018-03-06,"Albany, NY","Techie and Returned Peace Corps Volunteer who enjoys eating all sorts of foods, traveling, and spending time with family.  During my free time, you can find me working on some side projects, running, and trying to relax and not drink too much coffee. 

Favorite Countries Traveled: Guatemala and Ecuador

Favorite Dishes:  Beef soup and Kimchi stew

Favorite Quote: ""If you don’t risk anything, you risk even more."" - Erica Jong",within an hour,100%,0%,f,https://a0.muscache.com/im/pictures/user/0878467a-9a01-443e-a440-31c76bc98953.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0878467a-9a01-443e-a440-31c76bc98953.jpg?aki_policy=profile_x_medium,New Scotland,2,2,"['email', 'phone']",t,t,,FOURTEENTH WARD,,42.66128,-73.80548,Private room in home,Private room,1,1.0,1 private bath,1,1,"[""Coffee maker: Keurig coffee machine"", ""Air conditioning"", ""Heating"", ""Clothing storage: closet"", ""Electric stove"", ""Dishes and silverware"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Microwave"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Host greets you"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Toaster"", ""Shampoo"", ""First aid kit"", ""Body soap"", ""Smoke alarm"", ""Hangers"", ""Free parking on premises"", ""Dryer"", ""Fire extinguisher"", ""Coffee"", ""Freezer"", ""Blender"", ""Rice maker""]",$56.00,180,1125,180,180,1125,1125,180.0,1125.0,,t,0,0,0,187,2025-10-05,4,0,0,0,2,0,0,2023-10-01,2024-03-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.16
881231954286264195,https://www.airbnb.com/rooms/881231954286264195,20251005230129,2025-10-06,city scrape,Exposed Brick with Park Views,"Ideal Exposed brick 2nd floor, 1-Bedroom 1-Officeapartment located in the heart ofAlbany's across fromWashington Park, a few minutes walking distance from Albany Med, several minutes fromstate offices and plaza, with vibrant dining options from pubs with local draft beer to restaurants with large variety of globalfoods within walking distance makes this unit aPerfect location for a short or long stay! This unit has freeStreet Parking",,https://a0.muscache.com/pictures/prohost-api/Hosting-881231954286264195/original/8394aa9b-ee57-45da-bfcb-701cec649434.jpeg,37769478,https://www.airbnb.com/users/show/37769478,Erion,2015-07-07,"Albany, NY",Hello just a traveler who loves to enjoy others living space and learn about their culture as I share my space and culture with others. ,within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/19024941-bf47-4590-ad50-81973610b5b5.jpg?aki_policy=profile_x_medium,Pine Hills,17,17,"['email', 'phone']",t,t,,SIXTH WARD,,42.65379,-73.76901,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Self check-in"", ""Smart lock"", ""Carbon monoxide alarm"", ""TV"", ""Shampoo"", ""Clothing storage"", ""First aid kit"", ""Smoke alarm"", ""Hangers"", ""Fire extinguisher"", ""Iron"", ""Hair dryer"", ""Dedicated workspace""]",$89.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,27,57,87,361,2025-10-06,20,9,0,84,7,54,4806,2023-05-02,2025-04-11,4.85,4.85,4.75,4.9,5.0,4.95,4.75,,f,14,14,0,0,0.67
882229561343619620,https://www.airbnb.com/rooms/882229561343619620,20251005230129,2025-10-06,city scrape,Modern / Downtown Albany 1 BR APT,"The Rose Haven space<br /><br />Welcome to The Rose Haven Apartment! This unique oasis is nestled in the heart of the City of Albany, New York, offering a perfect location near Historic Washington Park. It promises a secluded romantic getaway immersed in the dreamy natural ambiance of Washington Park. <br /><br />Once you are ready to rest and relax, retreat to the lovely bedroom, where you can recharge after an exciting day of adventuring throughout the City of Albany.","Welcome to The Rose Haven Apartment! This unique oasis is nestled in the heart of the City of Albany, New York, offering a perfect location near Historic Washington Park. It promises a secluded romantic getaway immersed in the dreamy natural ambiance of Washington Park. <br />Historic Washington Park is a hub of activity all year, including the Tulip Festival each spring, live theater performances at the open-air Park Playhouse in summer, and ice skating on Washington Park Lake in winter.<br /><br />The Rose Haven space<br />As soon as you enter the beautiful apartment unit, you're welcomed by a very stylish yet highly comfortable open concept living area. It is designed and furnished with numerous modern and comfy amenities that span throughout the entire interior of this apartment unit.<br /><br />The kitchen is fully equipped and the dining area open onto the relaxing living room, setting the stage for many memorable evenings. Sun shines through large wood frame windows throughout t",https://a0.muscache.com/pictures/miso/Hosting-882229561343619620/original/9c641dc1-6e86-426c-aaff-2f9294500d2f.jpeg,512736975,https://www.airbnb.com/users/show/512736975,Miguelino,2023-05-02,"New York, NY",I'm Miguelino and I love to travel and architecture!,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bcb1c75c-dd1a-4e89-a4ec-e33fd81361c2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bcb1c75c-dd1a-4e89-a4ec-e33fd81361c2.jpg?aki_policy=profile_x_medium,Washington Park,1,1,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,,42.6599733,-73.7747433,Entire rental unit,Entire home/apt,3,1.0,1 bath,1,1,"[""HDTV with Netflix"", ""Coffee maker"", ""Dishes and silverware"", ""General Electric (GE) refrigerator"", ""General Electric (GE) stainless steel single oven"", ""Private backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Microwave"", ""GE stainless steel electric stove"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Self check-in"", ""Smart lock"", ""Central heating"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Smoke alarm"", ""Radiant heating"", ""Fire extinguisher"", ""Free street parking"", ""Iron"", ""Hair dryer"", ""Dedicated workspace""]",$66.00,2,90,2,2,1125,1125,2.0,1125.0,,t,15,39,69,248,2025-10-06,70,16,0,66,31,96,6336,2023-05-18,2025-08-17,4.77,4.83,4.87,4.76,4.86,4.54,4.6,,f,1,1,0,0,2.41
887167811237271928,https://www.airbnb.com/rooms/887167811237271928,20251005230129,2025-10-05,city scrape,The Comfort II,Your family will be close to everything when you stay at this centrally-located place.,,https://a0.muscache.com/pictures/5b7af4a0-1466-446b-8e19-0c8b865e7d1e.jpg,459472925,https://www.airbnb.com/users/show/459472925,Gabriel,2022-05-16,"Albany, NY","",a few days or more,40%,53%,f,https://a0.muscache.com/im/pictures/user/User-459472925/original/3f898237-4faa-45f2-9c5a-0208f2d6190b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-459472925/original/3f898237-4faa-45f2-9c5a-0208f2d6190b.jpeg?aki_policy=profile_x_medium,West Hill,2,2,['phone'],t,t,,THIRD WARD,,42.66246,-73.76576,Private room in rental unit,Private room,1,1.0,1 shared bath,1,2,"[""Wine glasses"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Washer"", ""Coffee maker: pour-over coffee"", ""Clothing storage: walk-in closet"", ""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Heating - split type ductless system"", ""Wifi"", ""Kitchen"", ""Ethernet connection"", ""Microwave"", ""Self check-in"", ""Smart lock"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Toaster"", ""Shampoo"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Trash compactor"", ""Ceiling fan"", ""Room-darkening shades"", ""Fire extinguisher"", ""Coffee"", ""Blender"", ""Iron"", ""Free dryer"", ""Hair dryer"", ""Dedicated workspace""]",$37.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,364,2025-10-05,30,9,0,87,12,54,1998,2023-06-06,2025-08-23,4.67,4.73,4.67,4.93,5.0,4.1,4.57,,f,2,0,2,0,1.06
887179061681202083,https://www.airbnb.com/rooms/887179061681202083,20251005230129,2025-10-05,city scrape,The Comfort,"Comfortable home, away from home.",,https://a0.muscache.com/pictures/f4056597-45d8-4065-9a86-0a4031d7c300.jpg,459472925,https://www.airbnb.com/users/show/459472925,Gabriel,2022-05-16,"Albany, NY","",a few days or more,40%,53%,f,https://a0.muscache.com/im/pictures/user/User-459472925/original/3f898237-4faa-45f2-9c5a-0208f2d6190b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-459472925/original/3f898237-4faa-45f2-9c5a-0208f2d6190b.jpeg?aki_policy=profile_x_medium,West Hill,2,2,['phone'],t,t,,THIRD WARD,,42.6628771,-73.76534029999999,Private room in rental unit,Private room,2,1.5,1.5 baths,1,1,"[""Air conditioning"", ""Washer"", ""Cooking basics"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""Smart lock"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""First aid kit"", ""Smoke alarm"", ""Hangers"", ""Exercise equipment"", ""Dryer"", ""Fire extinguisher"", ""Gym"", ""Iron"", ""Mini fridge"", ""Dedicated workspace""]",$36.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,2,277,2025-10-05,30,9,0,0,18,54,1944,2023-05-19,2025-06-08,4.83,4.83,4.73,5.0,4.97,4.27,4.77,,f,2,0,2,0,1.03
888859204851381094,https://www.airbnb.com/rooms/888859204851381094,20251005230129,2025-10-05,city scrape,Walk to Downtown Albany: Ten Broeck Triangle Apt!,"52” Smart TV w/ Surround Sound | Dedicated Workspace | Fireplace | Coin Laundry<br /><br />Put yourself in the heart of the city when you stay at this Albany vacation rental. This 2-bedroom, 1-bathroom apartment in Ten Broeck Triangle combines historic surroundings, modern comforts, and easy access to all the downtown hotspots. There’s even a desk if you need to get some work done before heading out to grab drinks, catch a show at the Palace Theatre, or explore the New York State Museum.",- 0.3 miles to Palace Theatre <br />- 0.7 miles to MVP Arena & Albany Capital Center <br />- 0.7 miles to New York State Capitol <br />- 0.9 miles to Empire State Plaza <br />- 1 mile to New York State Museum & The Egg <br />- 11 miles to Albany International Airport,https://a0.muscache.com/pictures/prohost-api/Hosting-888859204851381094/original/335a0e61-9e21-489b-8328-9f5d0922165e.jpeg,121680792,https://www.airbnb.com/users/show/121680792,Evolve,2017-03-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-121680792/original/62151d0c-7ad7-4639-bc42-20b0320d302e.png?aki_policy=profile_x_medium,Highland Lakes,1250,2692,"['email', 'phone']",t,t,Neighborhood highlights,THIRD WARD,,42.6573,-73.7521,Entire rental unit,Entire home/apt,5,1.0,1 bath,2,3,"[""Bathtub"", ""Private entrance"", ""Coffee maker"", ""Oven"", ""Dishes and silverware"", ""Washer \u2013\u00a0In building"", ""Refrigerator"", ""Dishwasher"", ""Indoor fireplace"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Microwave"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Self check-in"", ""Central heating"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Toaster"", ""Window AC unit"", ""Shampoo"", ""Clothing storage"", ""First aid kit"", ""Hangers"", ""Crib"", ""Smoke alarm"", ""Free parking on premises"", ""Fire extinguisher"", ""Blender"", ""High chair"", ""Iron"", ""Board games"", ""Hair dryer"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib""]",$108.00,2,1125,2,5,1125,1125,2.7,1125.0,,t,24,54,84,355,2025-10-05,16,4,0,82,10,24,2592,2023-05-21,2025-05-17,4.19,4.31,4.69,4.63,4.5,4.13,4.19,,t,6,6,0,0,0.55
898743867240851780,https://www.airbnb.com/rooms/898743867240851780,20251005230129,2025-10-05,city scrape,"Airy 5Br-2Ba,Kids Rm, 6TVs,Pvt Fence-yard&Parking!","Whatever brings you to Albany, New York – wish to explore the city, just have a good time and enjoy nightlife, graduation or sporting events, visiting university, business, or any other reason, the location of this traditional colonial home is designed comfortably for your stay. <br />Guests have private access to the entire 1872sqft house, free WiFi, free parking on premises that can accommodate at least 2 full size cars, private fenced backyard and full use of your own washing machine and dryer.",,https://a0.muscache.com/pictures/miso/Hosting-898743867240851780/original/f7f36ab1-5b71-494f-b846-8f976b61d25c.jpeg,516414095,https://www.airbnb.com/users/show/516414095,Rashawn,2023-05-24,"Albany, NY","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-516414095/original/48407829-fe41-424b-a5ee-aa22cab6cdff.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-516414095/original/48407829-fe41-424b-a5ee-aa22cab6cdff.jpeg?aki_policy=profile_x_medium,Pine Hills,1,2,"['email', 'phone']",t,t,,TENTH WARD,,42.66087,-73.78655,Entire home,Entire home/apt,11,2.0,2 baths,5,6,"[""Wine glasses"", ""Air conditioning"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Private entrance"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""Baby bath - always at the listing"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Outdoor furniture"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""50 inch HDTV with HBO Max, Disney+, Apple TV, Hulu, standard cable, Roku, Netflix"", ""Free washer \u2013 In building"", ""Children's playroom"", ""Ethernet connection"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Cleaning products"", ""Dining table"", ""Gas stove"", ""Self check-in"", ""Central heating"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Conditioner"", ""BBQ grill"", ""Shampoo"", ""First aid kit"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""Free parking on premises"", ""Ceiling fan"", ""Outdoor dining area"", ""Fire extinguisher"", ""Coffee"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Iron"", ""Hair dryer"", ""Dedicated workspace"", ""Single oven"", ""Private patio or balcony""]",$252.00,2,90,2,2,1125,1125,2.0,1125.0,,t,25,53,83,263,2025-10-05,61,17,2,81,20,102,25704,2023-06-19,2025-10-02,4.8,4.85,4.87,4.89,4.9,4.75,4.8,,f,1,1,0,0,2.18
